name,score_dir,days,rankic_daily,rankic_weekly,icir_annual,g1,g2,g10,g1_g2,g1_g10,overlap10,ndcg10,topq
prank,/home/zyh/meta_master_readme/data/factor_values/meta_master_score_prk,1853.0,-0.057313762153421384,-0.05673498919406638,-4.796553781653953,0.00486486591398716,0.004871825221925974,0.005672106985002756,-6.959307938814163e-06,-0.0008072410710155964,0.16760878862851686,0.4912176279387059,0.4714283292527078
