year,days,rankic_daily,rankic_weekly,icir_annual,g1,g2,g10,g1_g2,g1_g10,overlap10,ndcg10,topq
2019.0,244.0,0.09859841083776769,0.09242356866886325,11.75845688911012,0.013507449999451637,0.014348563738167286,-0.004157835152000189,-0.0008411137387156487,0.017665285617113113,0.061531342982642935,0.5426047662647777,0.5223136617512
2020.0,243.0,0.09931121027350089,0.10907666783323254,16.02078155333016,0.00898450892418623,0.009448632597923279,-0.01078752800822258,-0.0004641236737370491,0.019772037863731384,0.0984029412137933,0.5476724082778153,0.5266805814862742
2021.0,243.0,0.10751963026268038,0.10255129384233007,12.991902360954121,0.01770707033574581,0.014523712918162346,-0.0030807252041995525,0.0031833574175834656,0.02078779600560665,0.07451114845236372,0.5729814346570233,0.5468348405734011
2022.0,242.0,0.13077518913096825,0.1340176473630828,18.86710193509787,0.004886351991444826,0.004289065953344107,-0.021519621834158897,0.0005972860381007195,0.026405973359942436,0.06997349419608952,0.5687662629186988,0.5445704715064734
2023.0,242.0,0.1551029696741953,0.15787502611204998,15.309544931082408,0.011336047202348709,0.008001175709068775,-0.01313471607863903,0.003334871493279934,0.02447076328098774,0.07600106704947507,0.6002507219186599,0.5731157239310998
2024.0,242.0,0.09584328884762122,0.09743048965988656,7.271130917080752,0.004779492504894733,0.005562611389905214,-0.00878044031560421,-0.0007831188850104809,0.013559932820498943,0.06852905182878807,0.5479197266761169,0.5257886768865191
2025.0,243.0,0.12803468606704263,0.12633782971464946,13.598333504425048,0.02495473623275757,0.023025458678603172,0.008405372500419617,0.001929277554154396,0.01654936373233795,0.07482093109834564,0.5824645358881908,0.5560357099697913
2026.0,154.0,0.0711716018745757,0.07056990356782648,6.120287940346991,0.00136169558390975,0.0020609297789633274,-0.008237079717218876,-0.0006992341950535774,0.009598774835467339,0.07027073540914232,0.5513874642145383,0.5273505946645489
ALL,1853.0,0.11266451820272926,0.11345497030292667,11.849447312918208,0.011407464742660522,0.010555471293628216,-0.00762100238353014,0.0008519934490323067,0.019028466194868088,0.07444405037805735,0.5648492621143562,0.5409381377394625
