name,score_dir,days,rankic_daily,rankic_weekly,icir_annual,g1,g2,g10,g1_g2,g1_g10,overlap10,ndcg10,topq
ref_original,data/factor_values/meta_master_score,1853.0,0.11266451820272926,0.11345497030292667,11.849447312918208,0.011407464742660522,0.010555471293628216,-0.00762100238353014,0.0008519934490323067,0.019028466194868088,0.07444405037805735,0.5648492621143562,0.5409381377394625
