name,score_dir,days,rankic_daily,rankic_weekly,icir_annual,g1,g2,g10,g1_g2,g1_g10,overlap10,ndcg10,topq
ref_original,data/factor_values/meta_master_score,1853.0,0.1126645182027292,0.1134549703029266,11.849447312918208,0.0114074647426605,0.0105554712936282,-0.0076210023835301,0.0008519934490323,0.019028466194868,0.0744440503780573,0.5648492621143562,0.5409381377394625
