date,r_p,r_b,excess,nav_p,nav_b,nav_ex
2019-01-07,0.0035101850900545184,0.009063897870857485,-0.005553712780802966,1.0035101850900545,1.0090638978708575,0.994446287219197
2019-01-08,0.0027526484347346614,-0.002261471831882078,0.0050141202666167395,1.0062724958302829,1.0067819282892534,0.9994325605020046
2019-01-09,0.004166873051212994,0.008279534126815369,-0.004112661075602375,1.0104655055753349,1.0151176136227853,0.9953222331127384
2019-01-10,0.0009727118232831788,-0.0018149870908837906,0.0027876989141669695,1.0114483973196278,1.013275188258331,0.9980968918212331
2019-01-11,0.007750875583424133,0.007316661943438829,0.0004342136399853036,1.019288008006306,1.0206889802664916,0.9985302791056888
2019-01-14,-0.002448239845027622,-0.008196065396624874,0.005747825551597252,1.0167925464915462,1.012323346634613,1.004269656957976
2019-01-15,0.009437023976437642,0.01829604152539388,-0.008859017548956238,1.0263880421318499,1.0308448566217656,0.9953728144431011
2019-01-16,-0.0015612697267132214,-0.00042646557466141655,-0.0011348041520518048,1.024785573553809,1.0304052367775995,0.9942432612404316
2019-01-17,-0.00827806079764648,-0.006027084374630731,-0.002250976423015749,1.0163023362713794,1.0241948974754795,0.9920052431006371
2019-01-18,0.0063393178943997874,0.016301756989294258,-0.00996243909489447,1.0227449998578249,1.0408910738038,0.982122451284431
2019-01-21,0.003824348020363244,0.00561478556080508,-0.001790437540441836,1.0266563326733675,1.0467354539753644,0.9803640223783405
2019-01-22,-0.00877123607231678,-0.013685808171963965,0.004914572099647185,1.0176512876143504,1.032410033345464,0.9851820920502189
2019-01-23,0.0015376010147927222,-0.0001312691744010941,0.0016688701891938162,1.0192160292668913,1.0322745097327433,0.9868262330745691
2019-01-24,0.007057255969577625,0.0055394512360007475,0.0015178047335768774,1.0264088976737242,1.0379927440415744,0.9883240426023475
2019-01-25,-0.008467788797231646,0.005073894231308662,-0.013541683028540308,1.0177174839086238,1.0432594094377072,0.974940471687941
2019-01-28,-0.010299232697722815,-0.0007861659155864453,-0.00951306678213637,1.0072357747213079,1.0424392344488924,0.965665797872166
2019-01-29,-0.020554587899653365,-0.0004923841513388982,-0.020062203748314467,0.9865324584541233,1.0419259538911159,0.946292413882476
2019-01-30,-0.015911914228969426,-0.008462480600146649,-0.007449433628822777,0.970834838591107,1.033108675719523,0.9392430713518
2019-01-31,-0.022211846205868246,0.006037592701977346,-0.028249438907845592,0.9492708044650224,1.0393461651203966,0.9127099815880301
2019-02-01,0.02611946077642968,0.017519832200324714,0.008599628576104967,0.9740652460084565,1.057555335531357,0.9205589484273907
2019-02-11,0.022055408354589634,0.019854717913475817,0.0022006904411138173,0.9955486527731868,1.0785527983962233,0.9225848137056767
2019-02-12,0.012730562568280535,0.007476085047303904,0.00525447752097663,1.0082225471870834,1.0866161508450412,0.9274325148704876
2019-02-13,0.014187733677064385,0.019176863738721073,-0.004989130061656688,1.022526940173785,1.10745404070609,0.9228054334303893
2019-02-14,0.0012269462103777773,0.0021810848812759964,-0.0009541386708982191,1.0237815257280405,1.109869491970982,0.9219249490806384
2019-02-15,-0.0018346046319260845,-0.01578180716536437,0.013947202533438285,1.0219032913988595,1.092353745669975,0.934783223066096
2019-02-18,0.027428441378136048,0.03279515689670198,-0.005366715518565934,1.0499325059211173,1.128177658145922,0.929766507436372
2019-02-19,0.0023789831691272134,-0.001034814187271027,0.0034137973563982404,1.0524302776814232,1.1270102038995105,0.932940541881526
2019-02-20,0.0036172825016271837,0.0027430146802989164,0.0008742678213282673,1.056237215309063,1.1301016094336536,0.9337561817765055
2019-02-21,-0.0030621932166414734,-0.0024678289516213425,-0.0005943642650201308,1.0530028128731792,1.1273127119636193,0.933201190469816
2019-02-22,0.015585580838059387,0.023171539767601557,-0.007585958929542169,1.069414473335918,1.1534342832994071,0.9261219645659121
2019-02-25,0.04474815685237621,0.05862139076794293,-0.013873233915566718,1.117268799928955,1.2210502051458438,0.913273657917145
2019-02-26,0.005030663851179229,-0.009419542852556084,0.014450206703735313,1.122889403692808,1.2095484704133501,0.9264706510511241
2019-02-27,0.0014554988440496075,-0.002284976061991739,0.0037404749060413467,1.1245237679218785,1.2067846811126368,0.9299360912725646
2019-02-28,0.006318341727426846,-0.001509488779197321,0.007827830506624167,1.1316288933682226,1.2049630531775901,0.9372154733770388
2019-03-01,0.004874820381717049,0.01863287142115544,-0.01375805103943839,1.137145380962154,1.227414974814691,0.9243212150593662
2019-03-04,0.010634479968075095,0.013298029654991161,-0.002663549686916067,1.149238330736785,1.243737175548757,0.9218592395763849
2019-03-05,0.02617644227370164,0.010753466884571905,0.015422975389129734,1.1793213015600417,1.2571116620791316,0.9360770519406134
2019-03-06,0.026134092038978762,0.010712875622175488,0.015421216416803274,1.21014179299854,1.2705789429581718,0.9505124987413928
2019-03-07,0.02231913863167856,-0.004583111218197211,0.02690224984987577,1.2371511154404626,1.264755738351095,0.9760834234679633
2019-03-08,-0.051093226475831366,-0.039538623180168764,-0.011554603295662602,1.1739410733144358,1.214749037797475,0.9648051667263188
2019-03-11,0.047335741522418706,0.0248678759652452,0.022467865557173505,1.2295104445233986,1.2449572661983235,0.986482279501192
2019-03-12,0.015886640619903636,0.00947417312535448,0.006412467494549157,1.2490432350939598,1.2567522068719543,0.9928080650524422
2019-03-13,-0.01548822179901832,-0.011975976557140555,-0.003512245241877765,1.2296977764322612,1.241701371904321,0.9893210796498639
2019-03-14,-0.03158504345455937,-0.011037378354045613,-0.020547665100513757,1.1908577187276732,1.2279962440598755,0.9689928414283399
2019-03-15,0.023137624290822112,0.012289366106946975,0.010848258183875137,1.2184113372074197,1.2430875394810832,0.9795047259504812
2019-03-18,0.022306639046838272,0.02801172203121438,-0.005705082984376109,1.2455899991170811,1.2779085620974935,0.9739165702053452
2019-03-19,0.005491179983935668,-0.002521199272271679,0.008012379256207347,1.2524297579884234,1.2746866999607036,0.981719959129735
2019-03-20,0.005931376225023932,-7.119586266091105e-07,0.005932088183650541,1.2598583900784683,1.2746857924365114,0.9875436084989425
2019-03-21,0.011595884502534348,0.0036217361123471736,0.007974148390187175,1.274467562459367,1.2793023680028746,0.995418427774894
2019-03-22,0.009891879153316685,0.0008723131265981898,0.009019566026718495,1.2870744415720372,1.2804183202513717,1.004396670008422
2019-03-25,-0.00752127804910574,-0.020981412463749294,0.013460134414643554,1.2773939968270764,1.2535533353480366,1.0179159841923557
2019-03-26,-0.02794642343635889,-0.015560282755179844,-0.012386140681179048,1.241695403296684,1.2340476910013223,1.0053079336105284
2019-03-27,0.010259140107791165,0.011156514847111554,-0.000897374739320389,1.254434130410305,1.2478153623880222,1.004405795665668
2019-03-28,-0.013182932172565054,-0.006593797012509062,-0.006589135160055992,1.2378970103541553,1.239587521179345,0.9977876301224834
2019-03-29,0.022591332706926925,0.03722020208527921,-0.014628869378352283,1.2658627535719762,1.2857252192200306,0.9831911252140859
2019-04-01,0.03246669263668789,0.02913685839173419,0.0033298342449537,1.306961130512429,1.323187212863126,0.9864649886921584
2019-04-02,0.00799244860898951,0.00027560232425005715,0.007716846284739454,1.3174069501819963,1.323551886334409,0.994077387375173
2019-04-03,0.015304632358242642,0.012220755262285499,0.0030838770959571438,1.3375693792207255,1.339726690014238,0.9971429998617083
2019-04-04,0.006037049440135611,0.008987677168434516,-0.0029506277282989046,1.3456443516926926,1.3517677209980212,0.9942008020772372
2019-04-08,0.003208032874844946,-0.0019449329528506976,0.005152965827695644,1.3499612230107723,1.3491386234128522,0.9993238848362087
2019-04-09,0.005129809670915586,0.0038087659353966963,0.0013210437355188898,1.356886267147934,1.354277176643835,1.000644035394026
2019-04-10,0.007131222593779629,0.0016066055668855217,0.0055246170268941075,1.3665625251534086,1.3564529658949371,1.0061722104698239
2019-04-11,-0.011015343583753778,-0.021483946612667504,0.010468603028913726,1.3515093694101616,1.327311002793056,1.0167054279199572
2019-04-12,-0.002753430446983729,-0.002240245888039394,-0.0005131845589443351,1.347788082363044,1.3243374997768993,1.0161836703933538
2019-04-15,-0.011180673171830469,-0.005011125873529254,-0.0061695472983012145,1.3327189043092547,1.3177010778664822,1.0099142771751006
2019-04-16,0.01893313618282244,0.026164389363855456,-0.007231253181033015,1.3579514528179637,1.3521779219329528,1.0026113313457075
2019-04-17,0.013008045599291584,0.0015795688954796105,0.011428476703811974,1.375615747237844,1.3543137801195924,1.0140696515889698
2019-04-18,-0.001535009630260542,-0.004179741971712447,0.0026447323414519053,1.3735041638182959,1.348653097969958,1.016751594393012
2019-04-19,0.00883019308320443,0.010469718028768504,-0.0016395249455640748,1.3856324707853966,1.3627731156243286,1.0150846047905626
2019-04-22,-0.010609257657484328,-0.021069986892094494,0.010460729234610167,1.3709319388842578,1.3340595039412253,1.025703129991498
2019-04-23,-0.018690842212862102,-0.005346716261566242,-0.01334412595129586,1.345308066329999,1.3269266662976058,1.0120160182362532
2019-04-24,0.011954024282173403,0.004331097074092849,0.007622927208080554,1.3613899116219115,1.332673714499543,1.0197305426766796
2019-04-25,-0.04270981753977243,-0.026103553682961356,-0.016606263856811077,1.3032451968960528,1.2978861946512328,1.0027966282221414
2019-04-26,-0.01522187286398713,-0.01233376184630941,-0.002888111017677719,1.2834073641982993,1.2818783754227916,0.999900440231683
2019-04-29,-0.038903325134261535,-0.004267491114752442,-0.03463583401950909,1.2334785502291872,1.2764079708454816,0.9652680545477844
2019-04-30,0.015949639769694324,0.004413641881415797,0.011535997888278526,1.2531520887689875,1.2820415785233783,0.9764033847866703
2019-05-06,-0.06272650069099073,-0.062413211670203306,-0.0003132890207874217,1.1745462434069032,1.2020252461129972,0.976097488326357
2019-05-07,0.022261846873793623,0.010580953654259151,0.011680893219534472,1.200693812023817,1.2147438195333682,0.987499178859353
2019-05-08,-0.00042445529427259654,-0.012139544149966097,0.0117150888556935,1.2001841711785033,1.1999973833052444,0.9990678194846148
2019-05-09,-0.00635989041026741,-0.01693097210989314,0.010571081699625728,1.1925511313776704,1.1796802610765587,1.0096290470278537
2019-05-10,0.028841354914745043,0.03624201870647625,-0.00740066379173121,1.2269459218117145,1.222434255166156,1.0021571218964347
2019-05-13,-0.0058074975241827476,-0.01534757292893485,0.009540075404752102,1.2198204364084868,1.2036728562841652,1.011717776406736
2019-05-14,-0.007223029762598476,-0.006815758142904915,-0.00040727161969356107,1.2110096370912824,1.1954689132125529,1.011305732469266
2019-05-15,0.019292146927398113,0.02244671999854253,-0.0031545730711444175,1.2343726129405426,1.222303269174397,1.0081154946389246
2019-05-16,0.010440688740941395,0.004943554603790812,0.005497134137150583,1.2472603131825972,1.2283457921279526,1.0136572407386946
2019-05-17,-0.03539325122405623,-0.027115304150508113,-0.00827794707354812,1.2031157155763306,1.1950388223724064,1.0052662397491408
2019-05-20,-0.0017865864273789445,-0.007379374872838462,0.005592788445459518,1.2009662453683156,1.1862201829145251,1.0108884811594203
2019-05-21,0.017847087683538154,0.014496844082595883,0.003350243600942271,1.2223999952543736,1.2034166319538653,1.014275203824691
2019-05-22,-0.007146167842667528,-0.005210613049860147,-0.0019355547928073813,1.2136645197174099,1.1971460935469878,1.0123120185927024
2019-05-23,-0.018406102430399973,-0.018613725708575668,0.00020762327817569481,1.191325686251349,1.1748627445286113,1.0125221981325394
2019-05-24,-0.003800938808952381,0.0005781797585457937,-0.004379118567498175,1.1867975302163745,1.1755420263865672,1.0080882433746932
2019-05-27,0.022947017413458948,0.015133997853697734,0.007813019559761214,1.2140309938084997,1.193332676890833,1.015964456538145
2019-05-28,0.0012857270182873304,0.006962083276164099,-0.005676356257876769,1.2155919062582774,1.2016407583635147,1.0101974803374942
2019-05-29,0.003627171607849977,-0.0016659910437640812,0.005293162651614058,1.2200010667073897,1.1996388356222591,1.015544619911171
2019-05-30,-0.008097826929286955,-0.006188908859031006,-0.0019089180702559494,1.2101217092156478,1.1922143802048388,1.0136060284350714
2019-05-31,-0.001191622205710452,-0.0030801049301090178,0.0018884827243985658,1.208679701315334,1.188542234814623,1.0155202059091173
2019-06-03,-0.020503571497318407,-0.002360357147902059,-0.018143214349416348,1.1838974506420576,1.185736850655095,0.9970954051371448
2019-06-04,-0.015434290392245087,-0.009897155684698511,-0.005537134707546576,1.1656248335942094,1.1740014284430773,0.9915743535626247
2019-06-05,0.002837942708806107,-0.00085908062912321,0.003697023337929317,1.1689328100919114,1.1729928665573388,0.9952402270890378
2019-06-06,-0.026125722928445838,-0.01206267912364456,-0.014063043804801278,1.1383935953734805,1.1588434299937336,0.9812441201791843
2019-06-10,0.010596830582026762,0.012226083412010702,-0.0016292528299839404,1.1504569594393177,1.1730115464302975,0.9796454254194772
2019-06-11,0.03729538049489767,0.031740468688176815,0.0055549118067208525,1.19336368948461,1.2102434826906383,0.9850872693595399
2019-06-12,-0.00449105950904094,-0.007616982860429444,0.0031259233513885043,1.188004222139206,1.2010250788260373,0.9881665766579865
2019-06-13,0.010388392303720462,-0.0005029941627993084,0.01089138646651977,1.2003456760572644,1.200420970222012,0.9989290807376663
2019-06-14,-0.02262488970301557,-0.010287463321159929,-0.012337426381855643,1.1731879875309772,1.188071683520902,0.9866048667433706
2019-06-17,0.005122197492444247,0.00035099512273362166,0.004771202369710625,1.1791972880988741,1.1884886908872758,0.9913121582215446
2019-06-18,-0.00033098639772044525,0.002383180442495858,-0.0027141668402163033,1.1788069898362845,1.1913210738915259,0.9886215716333965
2019-06-19,0.0147384047619743,0.013103753250418793,0.0016346515115555071,1.1961807243887361,1.2069318512858243,0.9902376233798234
2019-06-20,0.01594596173768248,0.027783062150996463,-0.011837100413313983,1.2152549764511922,1.2404641139221155,0.978516081198835
2019-06-21,0.02458163441236083,0.0042498064611786734,0.020331827951182158,1.2451279300001175,1.245735846328322,0.9984111018092348
2019-06-24,-0.003365834456998895,0.0015939071767470114,-0.004959741633745907,1.2409370355099514,1.2477214336341156,0.9934592406999974
2019-06-25,-0.009905371716118494,-0.010257749317568399,0.0003523776014499047,1.2286450928969272,1.2349226199497398,0.9938093134843736
2019-06-26,-0.0011859202501359745,-0.0019917791038340793,0.0008058588536981048,1.2271880178010306,1.2324629268804719,0.9946101835185326
