date,tv_half
2023-11-13,0.3347087689044765
2023-11-27,0.3281957004592134
2023-12-11,0.31523954761650375
2023-12-25,0.39746228749302437
2024-01-08,0.3197725145590226
2024-01-22,0.35473869488179577
2024-02-05,0.527057340260823
2024-03-04,0.46197209913890275
2024-03-18,0.39912819569800523
2024-04-01,0.3056301184958267
2024-04-15,0.311724489884002
2024-04-29,0.32351128660182427
2024-05-13,0.2575755406551094
2024-05-27,0.2970862504011615
2024-06-11,0.4168580353271421
2024-06-24,0.3389489591878796
2024-07-08,0.37998041821563067
2024-07-22,0.5902347767863498
2024-08-05,0.4399822660076528
2024-08-19,0.39208245038753287
2024-09-02,0.4515778471695645
2024-09-18,0.5309366372973241
2024-09-30,0.48788020814430266
2024-10-14,0.6540591233480082
2024-10-28,0.4607379242678748
2024-11-11,0.3255344423756694
2024-11-25,0.6173383658798797
2024-12-09,0.3712137692913735
2024-12-23,0.29639100894396786
2025-01-06,0.45063812369065337
2025-01-20,0.43973619611036235
2025-02-17,0.5226710233976541
2025-03-03,0.4097679917492367
2025-03-17,0.3686095387012823
2025-03-31,0.5190685403682561
2025-04-14,0.34944523279323736
2025-04-28,0.30794008671204687
2025-05-12,0.306600870962906
2025-05-26,0.33300910019403585
2025-06-09,0.310908635063799
2025-06-23,0.32195019489355786
2025-07-07,0.3049375705206486
2025-07-21,0.2814245241042225
2025-08-04,0.28545314761569573
2025-08-18,0.26203799410421896
2025-09-01,0.27394069197174675
2025-09-15,0.29813154079904153
2025-09-29,0.3126177113234988
2025-10-13,0.1988604760947862
2025-10-27,0.29908053310480376
2025-11-10,0.315280459124617
2025-11-24,0.47273719731094643
2025-12-08,0.3654457628019734
2025-12-22,0.2646578327459162
2026-01-19,0.4137247881708328
2026-02-02,0.40940245290356714
2026-02-24,0.35492761316103133
2026-03-02,0.33059339692168
2026-03-16,0.4972448545824192
2026-03-30,0.34594711731513933
2026-04-13,0.3096771772125981
2026-04-27,0.3086788198988303
2026-05-11,0.3003936803103832
2026-05-25,0.34983008807855825
2026-06-08,0.3005196658381011
2026-07-06,0.379529685547464
2026-07-20,0.7851806459570627
2026-08-03,0.3868796830535397
2026-08-17,0.39070730307490487
2026-08-31,0.4196959411882756
